Designator,Footprint,Mid X,Mid Y,Layer,Rotation,Comment,Group,Function
R149,0402-RES,-3.46mm,104.09mm,T,180,250,9,RF9
R150,0402-RES,-4.17mm,101.87mm,T,-90,10k,9,RG9
R153,0402-RES,-5.92mm,102.50mm,T,180,250,9,RUG9
R156,0402-RES,-0.21mm,119.33mm,T,0,10k,10,
R157,0402-RES,-5.44mm,109.97mm,T,-90,10k,10,
R159,0402-RES,6.62mm,115.36mm,T,0,10k,10,
R161,0402-RES,-0.36mm,109.97mm,T,-90,100k,10,
R162,0402-RES,10.43mm,116.32mm,T,180,250,10,
R163,0402-RES,-2.59mm,112.35mm,T,180,0,10,
R164,2512,-13.38mm,119.65mm,T,180,0.001,10,
R166,0402-RES,-3.46mm,116.79mm,T,180,250,10,RF10
R167,0402-RES,-4.17mm,114.57mm,T,-90,10k,10,RG10
R170,0402-RES,-5.92mm,115.21mm,T,180,250,10,RUG10
R173,0402-RES,-0.21mm,132.03mm,T,0,10k,11,
R174,0402-RES,-5.44mm,122.67mm,T,-90,10k,11,
R176,0402-RES,6.62mm,128.06mm,T,0,10k,11,
R178,0402-RES,-0.36mm,122.67mm,T,-90,100k,11,
R179,0402-RES,10.43mm,129.02mm,T,180,250,11,
R180,0402-RES,-2.59mm,125.05mm,T,180,0,11,
R181,2512,-13.38mm,132.35mm,T,180,0.001,11,
R183,0402-RES,-3.46mm,129.49mm,T,180,250,11,RF11
R184,0402-RES,-4.17mm,127.27mm,T,-90,10k,11,RG11
R187,0402-RES,-5.92mm,127.91mm,T,180,250,11,RUG11
R190,0402-RES,-0.21mm,144.73mm,T,0,10k,12,
R191,0402-RES,-5.44mm,135.37mm,T,-90,10k,12,
R193,0402-RES,6.62mm,140.76mm,T,0,10k,12,
R195,0402-RES,-0.36mm,135.37mm,T,-90,100k,12,
R196,0402-RES,10.43mm,141.72mm,T,180,250,12,
R197,0402-RES,-2.59mm,137.75mm,T,180,0,12,
R198,2512,-13.38mm,145.05mm,T,180,0.001,12,
R200,0402-RES,-3.46mm,142.19mm,T,180,250,12,RF12
R201,0402-RES,-4.17mm,139.97mm,T,-90,10k,12,RG12
R204,0402-RES,-5.92mm,140.61mm,T,180,250,12,RUG12
R207,0402-RES,-0.21mm,157.43mm,T,0,10k,13,
R208,0402-RES,-5.44mm,148.07mm,T,-90,10k,13,
R210,0402-RES,6.62mm,153.46mm,T,0,10k,13,
R212,0402-RES,-0.36mm,148.07mm,T,-90,100k,13,
R213,0402-RES,10.43mm,154.42mm,T,180,250,13,
R214,0402-RES,-2.59mm,150.45mm,T,180,0,13,
R215,2512,-13.38mm,157.75mm,T,180,0.001,13,
R217,0402-RES,-3.46mm,154.89mm,T,180,250,13,RF13
R218,0402-RES,-4.17mm,152.67mm,T,-90,10k,13,RG13
R221,0402-RES,-5.92mm,153.31mm,T,180,250,13,RUG13
R224,0402-RES,-0.21mm,170.13mm,T,0,10k,14,
R225,0402-RES,-5.44mm,160.77mm,T,-90,10k,14,
R227,0402-RES,6.62mm,166.16mm,T,0,10k,14,
R229,0402-RES,-0.36mm,160.77mm,T,-90,100k,14,
R230,0402-RES,10.43mm,167.12mm,T,180,250,14,
R231,0402-RES,-2.59mm,163.15mm,T,180,0,14,
R232,2512,-13.38mm,170.45mm,T,180,0.001,14,
R234,0402-RES,-3.46mm,167.59mm,T,180,250,14,RF14
R235,0402-RES,-4.17mm,165.37mm,T,-90,10k,14,RG14
R238,0402-RES,-5.92mm,166.00mm,T,180,250,14,RUG14
R241,0402-RES,-0.21mm,182.83mm,T,0,10k,15,
R242,0402-RES,-5.44mm,173.47mm,T,-90,10k,15,
R244,0402-RES,6.62mm,178.86mm,T,0,10k,15,
R246,0402-RES,-0.36mm,173.47mm,T,-90,100k,15,
R247,0402-RES,10.43mm,179.82mm,T,180,250,15,
R248,0402-RES,-2.59mm,175.85mm,T,180,0,15,
R249,2512,-13.38mm,183.15mm,T,180,0.001,15,
R251,0402-RES,-3.46mm,180.29mm,T,180,250,15,RF15
R252,0402-RES,-4.17mm,178.07mm,T,-90,10k,15,RG15
R255,0402-RES,-5.92mm,178.71mm,T,180,250,15,RUG15
R258,0402-RES,-0.21mm,195.53mm,T,0,10k,16,
R259,0402-RES,-5.44mm,186.17mm,T,-90,10k,16,
R261,0402-RES,6.62mm,191.56mm,T,0,10k,16,
R263,0402-RES,-0.36mm,186.17mm,T,-90,100k,16,
R264,0402-RES,10.43mm,192.52mm,T,180,250,16,
R265,0402-RES,-2.59mm,188.55mm,T,180,0,16,
R266,2512,-13.38mm,195.85mm,T,180,0.001,16,
R268,0402-RES,-3.46mm,192.99mm,T,180,250,16,RF16
R269,0402-RES,-4.17mm,190.77mm,T,-90,10k,16,RG16
R272,0402-RES,-5.92mm,191.41mm,T,180,250,16,RUG16
R273,0402-RES,77.90mm,29.64mm,T,0,10k,,
R274,0402-RES,85.52mm,23.92mm,T,180,10,,
R275,0402-RES,91.39mm,3.13mm,T,90,100k,,
R276,0402-RES,85.52mm,25.35mm,T,0,10k,,
R277,0402-RES,92.66mm,1.86mm,T,90,10k,,
R278,0402-RES,96.08mm,3.85mm,T,180,100k,,
R279,0402-RES,98.31mm,-0.05mm,T,-90,100k,,
R280,0402-RES,45.36mm,142.99mm,T,180,1k,,
R281,0402-RES,52.66mm,180.45mm,T,0,1k,,
R282,0402-RES,52.66mm,184.26mm,T,0,1k,,
R283,0402-RES,49.01mm,153.78mm,T,90,100k,,
R284,0402-RES,105.60mm,8.53mm,T,0,10k,,
R285,0402-RES,78.69mm,54.56mm,T,-90,1k,,
R286,0402-RES,57.58mm,161.24mm,T,90,1k,,
R287,0402-RES,103.38mm,32.50mm,T,0,10k,,
R288,0402-RES,94.73mm,61.71mm,T,180,100k,,
R289,0402-RES,75.68mm,52.18mm,T,0,10k,,
R290,0402-RES,48.05mm,151.88mm,T,180,330,,
R295,0402-RES,50.91mm,136.48mm,T,0,10k,,
R296,0402-RES,56.94mm,155.05mm,T,-90,100k,,
R297,0402-RES,10.43mm,104.89mm,T,0,100k,,
R298,0402-RES,51.71mm,134.89mm,T,0,10,,
R299,0402-RES,10.43mm,117.59mm,T,0,100k,,
R300,0402-RES,45.99mm,134.10mm,T,0,10k,,
R301,0402-RES,10.43mm,130.29mm,T,0,100k,,
R302,0402-RES,10.43mm,142.99mm,T,0,100k,,
R303,0402-RES,34.40mm,130.44mm,T,0,10k,,
R304,0402-RES,10.43mm,155.69mm,T,0,100k,,
R305,0402-RES,10.43mm,168.39mm,T,0,100k,,
R306,0402-RES,10.43mm,181.09mm,T,0,100k,,
R307,0402-RES,10.43mm,193.79mm,T,0,100k,,
R310,0402-RES,48.05mm,77.26mm,T,180,10k,,
R311,0402-RES,43.93mm,71.71mm,T,0,100k,,
R312,805,46.47mm,67.90mm,T,0,100,,
R313,805,49.17mm,73.14mm,T,90,100,,
R314,0402-RES,29.00mm,102.35mm,T,90,10k,,
R315,0402-RES,29.00mm,104.73mm,T,-90,83k,,
R316,0402-RES,49.64mm,105.84mm,T,-90,10k,,
R317,0402-RES,48.21mm,104.73mm,T,90,32.1k,,
R318,0402-RES,40.43mm,91.55mm,T,180,4.7k,,
R319,0402-RES,35.35mm,83.14mm,T,180,1M,,
R320,0402-RES,31.39mm,81.23mm,T,90,10,,
R321,0402-RES,29.00mm,96.31mm,T,90,10k,,
R322,0402-RES,29.00mm,98.85mm,T,-90,83k,,
R323,0402-RES,39.16mm,95.20mm,T,0,22,,
R324,0402-RES,36.94mm,92.34mm,T,180,10,,
R325,0402-RES,39.64mm,93.46mm,T,90,22,,
R326,0402-RES,34.24mm,92.34mm,T,0,22,,
R328,0402-RES,29.16mm,87.11mm,T,90,22,,
R329,0402-RES,30.12mm,18.37mm,T,-90,100k,,
R330,0402-RES,31.07mm,92.19mm,T,0,22,,
R338,0402-RES,32.97mm,164.58mm,T,0,2k2,,
R339,0402-RES,32.97mm,157.59mm,T,0,2k2,,
R340,0402-RES,32.97mm,168.07mm,T,180,2k2,,
R341,0402-RES,32.97mm,161.08mm,T,180,2k2,,
R342,0402-RES,89.81mm,53.77mm,T,90,330,,
R343,0402-RES,77.58mm,39.96mm,T,180,2k2,,
R344,0402-RES,77.58mm,41.23mm,T,180,2k2,,
R347,0402-RES,72.34mm,30.67mm,T,-90,100,,
R348,0402-RES,75.20mm,31.23mm,T,180,10k,,
R349,0402-RES,66.79mm,30.59mm,T,-90,100,,
R350,0402-RES,75.20mm,32.50mm,T,180,10k,,
R351,0402-RES,32.66mm,14.24mm,T,180,10k,,
R352,0402-RES,32.66mm,17.73mm,T,0,100k,,
R353,0402-RES,10.43mm,3.29mm,T,0,100k,,
R354,0402-RES,10.43mm,15.99mm,T,0,100k,,
R355,0402-RES,10.43mm,28.69mm,T,0,100k,,
R356,0402-RES,10.43mm,41.39mm,T,0,100k,,
R357,0402-RES,34.40mm,51.70mm,T,0,10k,,
R358,0402-RES,10.43mm,54.09mm,T,0,100k,,
R359,0402-RES,10.43mm,66.79mm,T,0,100k,,
R360,0402-RES,10.43mm,79.49mm,T,0,100k,,
R361,0402-RES,10.43mm,92.19mm,T,0,100k,,
R364,0402-RES,69.33mm,116.78mm,T,-90,10k,,
R365,0402-RES,69.23mm,99.89mm,T,-90,10k,,
R372,0402-RES,90.69mm,73.11mm,T,0,330,,
R373,0402-RES,90.69mm,78.19mm,T,0,330,,
R374,0402-RES,46.78mm,185.53mm,T,90,,,
R375,0402-RES,35.83mm,178.86mm,T,0,,,
R376,0402-RES,42.50mm,188.87mm,T,180,,,
R377,0402-RES,44.72mm,188.87mm,T,0,,,
R378,0402-RES,37.74mm,178.23mm,T,90,,,
R379,0402-RES,37.74mm,190.14mm,T,0,,,
R380,0402-RES,35.04mm,190.77mm,T,180,,,
R381,0402-RES,35.04mm,189.50mm,T,180,,,
R382,0402-RES,30.27mm,190.93mm,T,0,,,
R383,0402-RES,30.27mm,189.66mm,T,180,,,
R384,805,77.23mm,193.56mm,T,90,10m,,
R385,0402-RES,81.68mm,172.13mm,T,-90,10,,
R386,0402-RES,81.04mm,174.67mm,T,0,10,,
R387,0402-RES,92.92mm,177.15mm,T,180,17k,,
R388,805,77.23mm,161.56mm,T,90,10m,,
R389,0402-RES,81.68mm,140.13mm,T,-90,10,,
R390,0402-RES,81.04mm,142.67mm,T,0,10,,
R391,0402-RES,92.92mm,145.15mm,T,180,17k,,
R392,0402-RES,60.60mm,190.61mm,T,180,10k,,
R393,0402-RES,44.72mm,190.93mm,T,180,10k,,
R394,0402-RES,65.99mm,187.12mm,T,-90,,,
R395,0402-RES,51.39mm,188.71mm,T,90,,,
R396,0402-RES,64.72mm,187.12mm,T,-90,,,
R397,0402-RES,50.12mm,188.71mm,T,90,,,
R402,0402-RES,48.97mm,12.56mm,T,0,10k,,
R403,0402-RES,74.88mm,12.56mm,T,0,10k,,
SW1,KMR2,44.24mm,152.83mm,T,0,,,
TP1,PAD.03X.03,26.62mm,125.68mm,T,90,TEST-POINT3,,
TP2,PAD.03X.03,26.94mm,140.29mm,T,90,TEST-POINT3,,
TP3,PAD.03X.03,31.86mm,126.16mm,T,90,TEST-POINT3,,
TP4,PAD.03X.03,26.62mm,46.94mm,T,90,TEST-POINT3,,
TP5,PAD.03X.03,26.94mm,61.55mm,T,90,TEST-POINT3,,
TP6,PAD.03X.03,31.86mm,47.42mm,T,90,TEST-POINT3,,
U1,SOT223,93.62mm,-5.13mm,T,-90,V_REG_MIC2920,,
U2,SOT23-5,44.40mm,173.47mm,T,0,AP2202-ADJ,,
U3,SOT23-5,19.48mm,143.94mm,T,180,AP2202-ADJ,,
U4,SOIC-8,55.83mm,120.76mm,T,90,IC_MEM_23LC1024,,
U5,TQFP-48,55.20mm,148.70mm,T,90,ATSAMD21G-A,,
U6,SOT95P280X145-6N,22.81mm,143.30mm,T,-90,REF3225AMDBVREPG4,,
U7,QFP50P1200X1200X160-64N,26.62mm,132.83mm,T,90,DAC7718SRGZRQFP,,
U8,SOT65P210X110-6N,43.77mm,66.79mm,T,90,TS5A3159ADCKR,,
U9,S-PDSO-G08,33.93mm,103.93mm,T,-90,TPS7A49,,
U10,S-PDSO-G08,43.13mm,105.52mm,T,90,TPS7A49,,
U11,SOP65P640X120-20N,45.36mm,91.23mm,T,0,ADS1259BIPWR,,
U12,S-PDSO-G08,33.77mm,98.06mm,T,-90,TPS7A30,,
U13,SOP65P640X120-24N,35.04mm,87.74mm,T,-90,PGA280AIPW,,
U15,SOP65P640X110-20N,39.96mm,163.31mm,T,0,PCA9545APW,,
U16,TQFP-48,87.90mm,46.47mm,T,0,ATSAMD21G-A,,
U17,SOT95P280X145-6N,39.96mm,156.64mm,T,-90,TMP100NA/3KG4,,
U18,SOIC127P600X175-16N,73.77mm,44.24mm,T,90,SN74LV595ADRG3,,
U19,SOIC127P600X175-16N,34.88mm,31.23mm,T,0,SN74LV595ADRG3,,
U21,SOIC127P600X175-16N,34.24mm,109.97mm,T,0,SN74LV595ADRG3,,
U22,SOT23-5,19.48mm,65.20mm,T,180,AP2202-ADJ,,
U23,SOT95P280X145-6N,22.81mm,64.56mm,T,-90,REF3225AMDBVREPG4,,
U24,QFP50P1200X1200X160-64N,26.62mm,54.09mm,T,90,DAC7718SRGZRQFP,,
U25,R-PDSO-G28,38.37mm,183.47mm,T,180,ADS1148IPW,,
U26,SOT65P210X110-5N,41.07mm,173.62mm,T,90,LM94022,,
U27,SOT23-8,79.14mm,172.13mm,T,180,INA219,,
U28,RNP0030A,95.33mm,180.71mm,T,0,LM73606,,
U29,SO08,87.39mm,174.04mm,T,-90,MCP41X2,,
U30,SOT23-8,79.14mm,140.13mm,T,180,INA219,,
U31,RNP0030A,95.33mm,148.70mm,T,0,LM73606,,
U32,SO08,87.39mm,142.03mm,T,-90,MCP41X2,,
U33,SOT65P210X110-6N,23.29mm,0.91mm,T,180,SN74LVC2G04DCKR,,
U34,SOP50P310X90-8N,18.69mm,-2.59mm,T,180,SN74LVC2G08DCUR,,
U35,SOP50P310X90-8N,24.08mm,-2.59mm,T,180,SN74LVC2G08DCUR,,
X55,ABMM2,47.90mm,85.52mm,T,0,ABMM2,,
